0.0,1.6701626755310945;
64.81044761284284,1.5802018417623394;
78.6791499704279,1.5789587039735213;
88.43087596729606,1.583990856496476;
101.25207579336619,1.5889943894418137;
108.72029929910556,1.593928308369886;
137.15076083944837,1.598793594809507;
148.19650750234663,1.6035914239817533;
163.13298368065847,1.6083229467105287;
182.66837174822487,1.6129892888969473;
206.83237131609943,1.6175915521910211;
238.11087160033378,1.6221308146474316;
244.66814389196165,1.626608131359839;
288.8290086626062,1.6310245350745154;
322.28144079849454,1.6353810367840969;
338.71418955676046,1.639678626302195;
351.62905468435224,1.6439182728195725;
379.2153816464662,1.6481009254426058;
387.4317875873188,1.652227513714646;
395.11296441574797,1.6562989481209676;
397.46689796413,1.6603161205778463;
402.7812021325816,1.664279904906422;
403.47445929508956,1.6681911572918178;
410.5362658907934,1.6720507167281349;
415.850574274456,1.6758594054497642;
432.2834341298447,1.679618029349555;
489.24376467709817,1.6833273783842888;
510.96883048819694,1.6869882269679257;
545.7754433470006,1.6906013343530157;
552.2329720344547,1.6941674450007724;
572.3002405785636,1.6976872889401167;
579.3621375981868,1.7011615821161437;
646.1923036090031,1.7045910267283413;
669.6811148241478,1.707976311558941;
720.9478645438243,1.7113181122917325;
735.8690336026164,1.7146170918216415;
760.6717145051797,1.7178739005554349;
879.7175849890741,1.721089176703823;
951.8077389858859,1.7242635465652503;
1015.0186245070697,1.727397624801658;
1026.3282582833933,1.730492014706493;
1035.4081766924903,1.7335473084652289;
1041.6477618248946,1.7365640874085888;
1046.5007724834559,1.739542922258813;
1056.9000810374985,1.7424843733690871;
1075.6512753527952,1.7453889909564653;
1100.0163024205128,1.7482573153283885;
1132.0785469917548,1.7510898771030767;
1155.6760501726349,1.7538871974239818;
1173.7351755892873,1.7566497881684644;
1205.0108694362834,1.7593781521509293;
1318.1507623703521,1.762072783320516;
1318.1507623703521,1.7647341669535836;
1325.6191146983251,1.7673627798411273;
1329.205564863158,1.7699590904712905;
1333.6698240766768,1.7725235592071191;
1338.292761748949,1.775056638459692;
1342.7028597041954,1.777558772856813;
1343.8053841921303,1.7800303994073432;
1344.9079086807665,1.782471947661341;
1347.112957658039,1.7848838398661486;
