0.0,45.2425;
16.804865636432332,41.78314375000005;
94.61297124326614,39.981507765625;
127.60029166709546,39.01323600402338;
160.58761209092478,38.464067033212544;
179.29219978539098,38.12582238022413;
233.45241360859524,37.893885497779394;
272.05709645869644,37.71568234281261;
293.86905000963975,37.56479155947209;
348.0292362018448,37.42793418890315;
361.766388966941,37.29593566814647;
412.28928666580833,37.16669656859778;
462.70378065183434,37.03916027740196;
473.28460037730264,36.910294231110484;
488.26285892177157,36.781054954808816;
498.2212749456124,36.64951319684907;
512.0905111145062,36.51711853487717;
529.656690927623,36.38212840755402;
579.5584883575337,36.243678022873496;
595.7784145273627,36.1038426818018;
698.0661278234206,35.96366635823581;
715.5281497532719,35.82366879213866;
721.129743042256,35.68411107552833;
732.3870481246901,35.54512193953433;
733.6318463158641,35.40676453688623;
771.662161127873,35.26906895402223;
799.7567660170453,35.13204849020521;
823.6380580172627,34.99820813334591;
825.5052519682408,34.86879243830814;
846.3089949631868,34.744412609693526;
850.2027320289774,34.62786166386195;
871.8188835296738,34.52051653655369;
902.1982517798915,34.42054268179096;
903.8611007122155,34.32450439770515;
928.7526230367775,34.23317399466798;
951.8631527579064,34.14442585814815;
968.3706515299427,34.059690725257404;
978.6957581736863,33.98217393199893;
988.0158955545766,33.90846010053967;
1000.5017791367522,33.83933203455872;
1021.1234647238961,33.775169671481336;
1028.7268605225963,33.71615056576444;
1070.4672960029109,33.66235063649156;
1091.0888650820318,33.6137947952639;
1123.6143536003285,33.56798238766186;
1178.0299529077365,33.52615622789169;
1245.8234465803416,33.48892775743687;
1267.703109663818,33.456591202815886;
1301.52228966491,33.42678144749836;
1306.9921828541287,33.400809616220805;
1328.379349338231,33.37682167654147;
1356.5674446318517,33.35388565251046;
1380.981387933526,33.32903292636368;
1425.482531299092,33.30328398097437;
1450.9681793165555,33.2746512983273;
1469.565263978146,33.244648328757954;
1489.8217189489108,33.21153522315138;
1489.8217189489108,33.17444983229019;
1509.2891200977372,33.13547101227889;
1518.6087502143187,33.09564292474249;
1546.1754603160057,33.05548977366249;
1561.473812236713,33.01527447368832;
1561.473812236713,32.97262863751699;
1571.2393082113254,32.92887414783757;
1580.4538204697953,32.88467471762827;
1593.0521718078849,32.840363315729526;
1605.4502548159592,32.79360670649084;
1621.1422800111682,32.74574438510527;
1649.6702670766717,32.69744886344974;
1689.881804261079,32.646557480463315;
1740.0600613560998,32.59449539526898;
1813.9796400464406,32.54197811418364;
1820.3099721375995,32.48936452835551;
1877.0840218518006,32.436834324120554;
1885.6576980548064,32.38197713619273;
1897.3708513054326,32.32609359938833;
1909.0840121524952,32.267336596987704;
1944.3483945874636,32.20728975429489;
2003.380811385977,32.144248108562735;
2047.1270266353677,32.07986666542525;
2122.6561974822052,32.01497627719299;
2132.973120185224,31.954993642383833;
2185.387717276545,31.90261484087328;
2195.839207327193,31.85666890301583;
2256.503968859208,31.81405426182957;
2282.509279139023,31.775711805581825;
2298.6777159562157,31.73960129794402;
2349.043227560883,31.70469704088025;
2418.3912980792343,31.670483169746145;
2491.4399606806314,31.63670002625474;
2523.231470673806,31.603216704443398;
2582.3466246531907,31.569967001776572;
2625.37747981311,31.536917232938755;
2648.228612800147,31.504050055437474;
2670.560739470903,31.471356341548262;
2686.754082633117,31.43883109374979;
2700.4303770304737,31.40647139211618;
2714.4839714878744,31.374275362819066;
2731.424054747978,31.342241659763474;
2747.519638650173,31.307869204086273;
2767.746715334237,31.267413303237447;
2782.1946457274817,31.21901681955496;
2818.5164685216637,31.164271035664783;
2841.63325076143,31.103987466130505;
2873.0201734190728,31.03858571269805;
2894.939212307115,30.968288371700094;
2952.3312085206226,30.89571898027188;
2967.1892537036315,30.819694987107077;
