0.0,90.94579759988393;
3.6431782050542605,90.92821915128522;
15.534369817112033,90.89598332588841;
35.413829306812545,90.86188046157194;
38.51111753591467,90.8261940445105;
78.77592010272812,90.78917739726275;
143.0390265442394,90.75105670522805;
235.69180697268098,90.71203380042157;
278.79802601225623,90.67228865475394;
300.479387814673,90.63198161461098;
320.3591946760837,90.59125540472223;
347.9897348112761,90.55023692605947;
367.0899953681472,90.50903886967195;
398.5769645949033,90.4677611658892;
410.96640337482364,90.4264922861525;
457.9389109300461,90.38531041282957;
480.13571131901045,90.3442844906899;
486.3304612496219,90.30347517223723;
561.6931175270765,90.26293566778838;
591.3740758473982,90.22271251002891;
650.224710826532,90.18284624174927;
667.309713538609,90.14337203455216;
708.0885849224588,90.10432024551139;
737.260622789875,90.065716918038;
747.0155076858086,90.02958658335969;
759.7464534682688,89.99565611241201;
762.3856339720527,89.96373557652154;
776.4307535869892,89.93365283450572;
776.4307535869892,89.90525215767181;
787.9465508393127,89.878392643375;
792.1899241005691,89.85294677966522;
810.5662261307154,89.82879914688179;
820.9730452432339,89.80584524363668;
830.2815861210404,89.78399042567891;
849.983347782933,89.7631489471163;
869.9625799415995,89.7432430943873;
895.1980832344664,89.7242024042236;
898.9874550576149,89.70596295763009;
906.303591382719,89.68846674262947;
911.1810136598672,89.67166107918435;
916.3749817416772,89.65549810031659;
922.9932355605557,89.63993428400161;
934.8023030971614,89.62493003092256;
965.4349813813244,89.6104492836339;
971.3395100229036,89.59645918310545;
974.4423363862434,89.58292975900225;
1002.9134167035013,89.56983365040453;
1005.0886700623153,89.55714585398893;
1008.8780294036758,89.54484349697921;
1021.2536702430183,89.53290563243536;
1021.2536702430183,89.52131305468583;
1038.0757484672897,89.5120487355112;
1065.1069662998002,89.50484464500663;
1072.4411430753385,89.49947336936776;
1074.2628299189992,89.49773118183792;
1086.638451122669,89.499160076549;
1100.5903771795824,89.50338635565468;
1108.566287027487,89.51007204200646;
1112.1917005946827,89.518913977874;
1117.7255738688903,89.53164246233729;
1119.900822878953,89.54771031456275;
1122.0760718890444,89.56669375287511;
1124.5147739119066,89.58821342954762;
1135.4467543225092,89.61192998769778;
1145.1273070210054,89.63753990719647;
1159.0792221996426,89.66477179612622;
1175.3703251163931,89.69538599208654;
1179.6136519342122,89.72883290768506;
1179.6136519342122,89.76471802710738;
1185.5181520940057,89.80268802068116;
1205.8503480744835,89.84242710716146;
1210.2008365273982,89.88365317198864;
1215.3947718867487,89.92611429958838;
1239.34783844767,89.96958567150679;
1280.0868850191557,90.01386678959715;
1285.1624558955814,90.05877898842758;
1288.0627821106737,90.10416320536261;
1291.1655960083644,90.14987798048298;
1340.7783891244508,90.19579766173739;
1341.880913613087,90.24181079353336;
1342.983438101723,90.28781866943548;
1343.7085202353164,90.33373403179432;
