0.0,324.0;
18.795942798025543,324.0;
33.06165953679444,324.0;
43.144388556055105,324.0;
68.20567811918244,324.0;
83.97534018771803,324.0;
94.2373287820291,324.0;
104.49932086886373,324.0;
129.2524543735389,324.0;
145.69533246953984,324.0;
150.7746091564973,324.0;
169.9478705709332,324.0;
171.2932045795574,324.0;
179.00766122701543,324.0;
184.86497182130557,324.0;
189.38712762413795,324.0;
190.7324626575081,324.0;
198.80447451202917,324.0;
209.14468263786125,324.0;
210.49001885309556,324.0;
219.11682043323154,324.0;
228.74257489552502,324.0;
252.10197489811128,324.0;
277.12938837640485,324.0;
294.1105730383724,323.0;
310.0199873030793,323.0;
316.81246269835896,323.0;
335.50000994046707,323.0;
345.4596288670636,322.0;
353.1160010313942,322.0;
364.7993968692784,322.0;
372.8714777785625,322.0;
388.84945996073543,322.0;
434.4507337353366,321.0;
455.96198281661884,321.0;
462.9315601107396,321.0;
480.6556973148795,321.0;
514.8166974192177,322.0;
523.6787917085428,322.0;
524.4497759436135,322.0;
527.1404837688135,322.0;
530.3361052945593,323.0;
539.3806026350633,323.0;
547.4527317873448,323.0;
555.9901075098624,323.0;
560.969942847854,323.0;
567.2865693187255,323.0;
576.9123918139544,324.0;
585.2234244462566,324.0;
614.297862447128,324.0;
679.2119349946131,325.0;
703.6149400301347,326.0;
791.3413380479915,327.0;
892.3358180544584,328.0;
945.8134521445727,329.0;
957.4932790383127,330.0;
965.5501337411175,331.0;
1020.3193176419437,331.0;
1036.433040671916,332.0;
1049.4132235196635,332.0;
1057.7243390432095,333.0;
1069.6808650924531,333.0;
1089.2543140828743,334.0;
1104.5674656404935,334.0;
1114.9080366049966,334.0;
1121.6350030406252,334.0;
1123.9709749119281,334.0;
1126.6617623527154,334.0;
1129.3525501087727,334.0;
1139.232432566377,334.0;
1143.2686164473341,334.0;
1152.2666963928634,333.0;
1177.9190525909146,333.0;
1184.2358187473187,333.0;
1191.892418764704,332.0;
1210.2969412050638,332.0;
1233.619199750648,332.0;
1247.0732055355045,331.0;
1257.452056056238,331.0;
1267.0394627230341,330.0;
1284.1678078875655,330.0;
1293.6464101043343,329.0;
1298.0878043669893,329.0;
1333.61900145078,329.0;
1339.9493386325312,328.0;
1353.2735626105186,328.0;
1373.5052519237515,328.0;
1376.7806876202371,328.0;
1387.551266370082,328.0;
1414.7224796349076,328.0;
1445.1455742525852,329.0;
1452.8332133404792,329.0;
1462.9491144468545,329.0;
1518.0318695413273,330.0;
1524.362278141729,330.0;
1531.3617563089906,330.0;
1561.7850685318874,331.0;
1600.4272221903877,331.0;
1611.1979498183919,331.0;
1615.6394324295095,331.0;
1630.8511600680072,331.0;
1647.2962489330273,331.0;
1662.4623194934456,331.0;
1673.9299900330136,331.0;
1679.7877767947589,331.0;
1688.3256357986586,331.0;
1714.7996187076774,331.0;
1715.5707179297208,331.0;
1722.869600260238,331.0;
1726.9058612326307,331.0;
1735.217058421824,331.0;
1765.4629388743876,331.0;
1773.1196514320313,331.0;
1778.099651601122,330.0;
1785.398545554352,330.0;
1793.055263653553,330.0;
1855.8510133189552,329.0;
1884.3970570091387,328.0;
1939.9105066882175,327.0;
1943.5599684860285,326.0;
2008.6621644161555,325.0;
2022.6353179448033,324.0;
2037.5754351736318,324.0;
2057.865317142375,323.0;
2074.9257906458374,323.0;
2088.3802173555714,323.0;
2104.1148919699062,322.0;
2118.220136873068,322.0;
2127.26549567827,322.0;
2137.425538167304,322.0;
2140.62150674226,322.0;
2156.454845294369,322.0;
2177.309141183109,322.0;
2191.8624127558032,322.0;
2206.415697387302,322.0;
2219.229367793269,322.0;
2231.3514499761536,322.0;
2236.476924470344,322.0;
2253.037116142141,322.0;
2256.312839862558,322.0;
2293.589432669459,322.0;
2319.91514279414,323.0;
2325.746231740835,323.0;
2335.9972358500854,323.0;
2352.073321703791,324.0;
2364.195491339178,324.0;
2377.5208148631223,324.0;
2385.743862836686,324.0;
2390.18564211959,325.0;
2404.7321384106403,325.0;
2421.8616824235,325.0;
2428.2536960260186,325.0;
