3.51,1000.0;
-4.4,1000.0;
6.84,1000.0;
6.18,1000.0;
2.7,1000.0;
-1.62,1000.0;
11.68,1000.0;
-17.95,1000.0;
-1.21,1000.0;
-7.07,1000.0;
3.25,1000.0;
-0.12,1000.0;
6.39,1000.0;
0.89,1000.0;
2.52,1000.0;
0.08,1000.0;
-0.18,1000.0;
-0.22,1000.0;
1.15,1000.0;
2.06,1000.0;
1.27,1000.0;
-3.02,1000.0;
1.14,1000.0;
0.02,1000.0;
1.04,1000.0;
0.81,1000.0;
0.44,1000.0;
2.22,1000.0;
-6.38,1000.0;
2.82,1000.0;
8.82,1000.0;
1.13,1000.0;
-3.81,1000.0;
-1.21,1000.0;
-0.92,1000.0;
-0.33,1000.0;
-0.47,1000.0;
6.14,1000.0;
6.33,1000.0;
-11.42,1000.0;
-8.68,1000.0;
3.65,1000.0;
-2.69,1000.0;
1.52,1000.0;
3.62,1000.0;
-17.2,1000.0;
2.16,1000.0;
1.45,1000.0;
-2.2,1000.0;
-5.11,1000.0;
-0.21,1000.0;
0.28,1000.0;
0.08,1000.0;
0.29,1000.0;
0.57,1000.0;
0.68,1000.0;
0.65,1000.0;
0.4,1000.0;
0.27,1000.0;
0.08,1000.0;
0.09,1000.0;
-0.25,1000.0;
0.85,1000.0;
4.32,1000.0;
1.15,1000.0;
6.19,1000.0;
7.16,1000.0;
-2.28,1000.0;
26.87,1000.0;
-27.02,1000.0;
2.64,1000.0;
0.26,1000.0;
7.39,1000.0;
17.14,1000.0;
-8.93,1000.0;
12.05,1000.0;
-7.84,1000.0;
4.15,1000.0;
0.51,1000.0;
6.05,1000.0;
6.6,1000.0;
-15.23,1000.0;
0.31,1000.0;
-24.81,1000.0;
-6.21,1000.0;
4.12,1000.0;
3.42,1000.0;
2.18,1000.0;
12.65,1000.0;
-4.55,1000.0;
20.15,1000.0;
-14.76,1000.0;
-4.04,1000.0;
-3.9,1000.0;
-6.3,1000.0;
21.71,1000.0;
2.85,1000.0;
-19.03,1000.0;
-12.41,1000.0;
10.67,1000.0;
-2.79,1000.0;
-8.92,1000.0;
19.08,1000.0;
-4.81,1000.0;
0.8,1000.0;
11.77,1000.0;
0.54,1000.0;
-0.61,1000.0;
-2.75,1000.0;
1.73,1000.0;
-0.51,1000.0;
-0.15,1000.0;
1.38,1000.0;
4.76,1000.0;
-6.32,1000.0;
-1.05,1000.0;
0.98,1000.0;
-1.98,1000.0;
-11.98,1000.0;
-8.42,1000.0;
-5.06,1000.0;
-9.32,1000.0;
-4.01,1000.0;
-1.09,1000.0;
-0.23,1000.0;
-0.01,1000.0;
0.02,1000.0;
0.11,1000.0;
-0.05,1000.0;
-0.1,23000.0;
